,(r1).k_MAforward,(r1).k_MAreverse,obj
182,0.15193549510192386,0.3864004254346575,93.17859086444628
183,0.1519355302500285,0.38640041720665985,93.17859086444983
184,0.15193528418817434,0.3863997877593071,93.17859086445239
185,0.151935346013784,0.38640002231754195,93.17859086445404
186,0.15193546134453734,0.38640023208139823,93.17859086445571
187,0.15193544486605007,0.3864001506419473,93.17859086445429
188,0.15193517723488964,0.3863993518875317,93.1785908644534
189,0.15193540788437257,0.38640010724980633,93.17859086445263
190,0.15193540531200733,0.38640011618121606,93.17859086445544
191,0.15193543037647098,0.38640016305982716,93.17859086445605
192,0.1519354728421242,0.38640020399453845,93.17859086445479
193,0.1519355037752431,0.3864002912969873,93.17859086445246
194,0.15193562178178838,0.3864006065837579,93.17859086445287
195,0.15193537229353332,0.38639991944882013,93.17859086445604
196,0.15193561926051757,0.38640068750135637,93.1785908644494
197,0.151935596585229,0.38640070407168053,93.17859086445424
198,0.15193552581909342,0.3864004497430943,93.17859086445
199,0.1519354558334439,0.3864002323411353,93.17859086444572
